91.2,Dylan,Visual Basic,2012-03-02
90.9,Nimrod,C++,2012-03-02
90.9,Nimrod,Scheme,2012-03-02
90.9,Nimrod,CoffeeScript,2012-03-02
90.9,Nimrod,OCaml,2012-03-02
90.9,Nimrod,PHP,2012-03-02
90.7,Rust,C,2012-03-02
90.6,Standard ML,Shell,2012-03-02
90.5,Eiffel,C,2012-03-02
90.4,Factor,Shell,2012-03-02
90.0,Parrot,C,2012-03-02
89.9,Modelica,JavaScript,2012-03-02
89.7,Opa,JavaScript,2012-03-02
89.7,Vala,Shell,2012-03-02
89.7,Rebol,C++,2012-03-02
89.6,Nu,Python,2012-03-02
89.6,ColdFusion,JavaScript,2012-03-02
89.6,Assembly,Shell,2012-03-02
89.4,SuperCollider,Perl,2012-03-02
89.4,Tcl,C,2012-03-02
88.8,Smalltalk,Shell,2012-03-02
88.5,FORTRAN,C,2012-03-02
88.4,Rebol,JavaScript,2012-03-02
87.9,Nimrod,XQuery,2012-03-02
87.9,Nimrod,AutoHotkey,2012-03-02
87.9,CoffeeScript,Ruby,2012-03-02
87.9,Nimrod,Groovy,2012-03-02
87.9,Nimrod,VimL,2012-03-02
87.9,Turing,C,2012-03-02
87.9,Nimrod,Ioke,2012-03-02
87.9,Nimrod,Scala,2012-03-02
87.9,Nimrod,Nemerle,2012-03-02
87.9,Nimrod,Prolog,2012-03-02
87.9,Parrot,Perl,2012-03-02
87.8,D,C,2012-03-02
87.6,Prolog,C++,2012-03-02
87.3,Mirah,Ruby,2012-03-02
87.2,Factor,C,2012-03-02
87.0,Rust,Shell,2012-03-02
86.8,SuperCollider,Objective-C,2012-03-02
86.6,Objective-J,JavaScript,2012-03-02
86.4,Ada,Python,2012-03-02
86.3,D,Shell,2012-03-02
86.3,FORTRAN,Shell,2012-03-02
86.2,Factor,JavaScript,2012-03-02
86.2,Puppet,Shell,2012-03-02
85.5,XQuery,JavaScript,2012-03-02
85.3,ooc,Shell,2012-03-02
85.3,Dylan,Perl,2012-03-02
85.3,ooc,Python,2012-03-02
85.3,Eiffel,Shell,2012-03-02
85.1,Factor,Ruby,2012-03-02
84.8,Nimrod,Racket,2012-03-02
84.8,Mirah,Shell,2012-03-02
84.8,Nimrod,Nu,2012-03-02
84.8,Io,Ruby,2012-03-02
84.7,Parrot,Shell,2012-03-02
84.7,Delphi,Shell,2012-03-02
84.4,Gosu,Groovy,2012-03-02
84.4,SuperCollider,Assembly,2012-03-02
84.1,Verilog,C,2012-03-02
84.0,Rust,C++,2012-03-02
83.7,Nu,Shell,2012-03-02
83.4,XQuery,Shell,2012-03-02
83.3,Fantom,Ruby,2012-03-02
83.3,Self,D,2012-03-02
83.3,Fantom,JavaScript,2012-03-02
83.3,Fantom,Java,2012-03-02
83.2,ooc,C,2012-03-02
83.1,Emacs Lisp,Shell,2012-03-02
83.1,Delphi,C,2012-03-02
83.1,OCaml,Shell,2012-03-02
83.0,Boo,JavaScript,2012-03-02
83.0,C++,C,2012-03-02
82.8,Opa,Shell,2012-03-02
82.7,Boo,Shell,2012-03-02
82.6,Vala,C,2012-03-02
82.1,ooc,Ruby,2012-03-02
81.8,Objective-J,Shell,2012-03-02
81.8,Verilog,Shell,2012-03-02
81.6,Ada,Perl,2012-03-02
81.1,Ruby,JavaScript,2012-03-02
81.0,Mirah,Java,2012-03-02
80.9,Tcl,Python,2012-03-02
80.9,Prolog,C,2012-03-02
80.8,Arc,Shell,2012-03-02
80.7,VHDL,C,2012-03-02
80.4,ActionScript,JavaScript,2012-03-02
80.4,OCaml,C,2012-03-02
80.3,HaXe,Shell,2012-03-02
80.3,Scheme,Shell,2012-03-02
80.2,Ada,Assembly,2012-03-02
80.0,Perl,Shell,2012-03-02
80.0,ooc,JavaScript,2012-03-02
79.8,Nemerle,C++,2012-03-02
79.7,ASP,JavaScript,2012-03-02
79.7,Nu,JavaScript,2012-03-02
79.4,Dylan,Scala,2012-03-02
79.4,Ioke,Java,2012-03-02
79.3,FORTRAN,Python,2012-03-02
79.1,Erlang,Shell,2012-03-02
78.9,VimL,Shell,2012-03-02
78.8,Rebol,Perl,2012-03-02
78.8,Nimrod,Rust,2012-03-02
78.8,Nimrod,Gosu,2012-03-02
78.7,Factor,C++,2012-03-02
78.6,Ioke,Shell,2012-03-02
78.5,Nu,Ruby,2012-03-02
78.3,Io,JavaScript,2012-03-02
78.1,Eiffel,C++,2012-03-02
77.9,Ada,JavaScript,2012-03-02
77.9,Standard ML,Python,2012-03-02
77.8,Max/MSP,JavaScript,2012-03-02
77.7,Smalltalk,JavaScript,2012-03-02
77.5,Standard ML,C,2012-03-02
77.5,Ada,Java,2012-03-02
77.4,Assembly,C++,2012-03-02
77.4,Parrot,Python,2012-03-02
77.1,Groovy,Java,2012-03-02
77.0,R,Shell,2012-03-02
76.9,Delphi,C++,2012-03-02
76.8,Vala,Python,2012-03-02
76.7,Rebol,Emacs Lisp,2012-03-02
76.7,Rebol,Assembly,2012-03-02
76.5,Dylan,Ruby,2012-03-02
76.5,Dylan,Smalltalk,2012-03-02
76.5,Dylan,Emacs Lisp,2012-03-02
76.5,Dylan,VimL,2012-03-02
76.2,SuperCollider,VimL,2012-03-02
76.0,Rebol,PHP,2012-03-02
75.9,Opa,C,2012-03-02
75.9,Opa,Python,2012-03-02
75.8,Nimrod,Rebol,2012-03-02
75.7,Io,Shell,2012-03-02
75.7,Objective-C,C,2012-03-02
75.5,Ada,Delphi,2012-03-02
75.5,Visual Basic,Shell,2012-03-02
75.2,Common Lisp,Shell,2012-03-02
75.0,Self,JavaScript,2012-03-02
74.9,Assembly,Python,2012-03-02
74.7,SuperCollider,ASP,2012-03-02
74.7,Turing,C++,2012-03-02
74.7,Rebol,VimL,2012-03-02
74.7,Rebol,Objective-C,2012-03-02
74.6,FORTRAN,C++,2012-03-02
74.5,Ada,C#,2012-03-02
74.3,Nemerle,Python,2012-03-02
74.0,Smalltalk,C,2012-03-02
73.9,OCaml,Python,2012-03-02
73.9,Ada,Objective-C,2012-03-02
73.9,Nemerle,Perl,2012-03-02
73.8,ColdFusion,PHP,2012-03-02
73.7,Turing,Python,2012-03-02
73.7,XQuery,Java,2012-03-02
73.5,Dylan,PHP,2012-03-02
73.5,Dylan,Scheme,2012-03-02
73.5,Dylan,C++,2012-03-02
73.4,Factor,Python,2012-03-02
73.4,F#,Shell,2012-03-02
73.3,D,C++,2012-03-02
73.3,Puppet,JavaScript,2012-03-02
73.0,Delphi,Python,2012-03-02
72.9,HaXe,JavaScript,2012-03-02
72.9,Groovy,JavaScript,2012-03-02
72.9,PHP,JavaScript,2012-03-02
72.9,Eiffel,Python,2012-03-02
72.7,Nimrod,SuperCollider,2012-03-02
72.7,Nimrod,Emacs Lisp,2012-03-02
72.7,Nimrod,Standard ML,2012-03-02
72.5,R,Python,2012-03-02
72.5,D,Python,2012-03-02
72.5,Haskell,Shell,2012-03-02
72.4,VHDL,Shell,2012-03-02
72.4,Tcl,Perl,2012-03-02
72.3,Objective-J,C,2012-03-02
72.1,AutoHotkey,Shell,2012-03-02
72.0,Pure Data,C,2012-03-02
72.0,Prolog,Shell,2012-03-02
71.9,Modelica,Shell,2012-03-02
71.8,Racket,JavaScript,2012-03-02
71.5,Lua,Shell,2012-03-02
71.5,Scheme,Python,2012-03-02
71.5,Racket,Shell,2012-03-02
71.5,Erlang,JavaScript,2012-03-02
71.3,R,C,2012-03-02
71.3,HaXe,Python,2012-03-02
71.1,Parrot,JavaScript,2012-03-02
70.9,Eiffel,Perl,2012-03-02
70.9,Tcl,C++,2012-03-02
70.7,Scheme,C,2012-03-02
70.6,Dylan,C#,2012-03-02
70.6,Dylan,Objective-C,2012-03-02
70.6,Dylan,Clojure,2012-03-02
70.6,Dylan,Haskell,2012-03-02
70.6,Dylan,Lua,2012-03-02
70.5,ooc,C++,2012-03-02
70.0,Parrot,Ruby,2012-03-02
69.7,Nimrod,Parrot,2012-03-02
69.7,Verilog,C++,2012-03-02
69.7,Nimrod,Matlab,2012-03-02
69.5,Visual Basic,JavaScript,2012-03-02
69.2,Fancy,JavaScript,2012-03-02
69.2,Rebol,Prolog,2012-03-02
69.1,Verilog,Python,2012-03-02
69.1,Factor,Objective-C,2012-03-02
69.1,Factor,Visual Basic,2012-03-02
69.0,Opa,Perl,2012-03-02
68.9,Scala,Java,2012-03-02
68.9,Delphi,JavaScript,2012-03-02
68.8,Go,Shell,2012-03-02
68.8,Scheme,JavaScript,2012-03-02
68.6,Io,Python,2012-03-02
68.6,Smalltalk,Python,2012-03-02
68.5,Racket,C,2012-03-02
68.4,AutoHotkey,JavaScript,2012-03-02
68.3,Rust,Python,2012-03-02
68.3,Matlab,C,2012-03-02
68.1,Smalltalk,Java,2012-03-02
68.1,Nu,Objective-C,2012-03-02
67.9,Emacs Lisp,Python,2012-03-02
67.8,Common Lisp,C,2012-03-02
67.7,HaXe,C,2012-03-02
67.6,Dylan,HaXe,2012-03-02
67.6,Dylan,Objective-J,2012-03-02
67.6,Dylan,Erlang,2012-03-02
67.6,Tcl,JavaScript,2012-03-02
67.6,Dylan,ActionScript,2012-03-02
67.6,Dylan,D,2012-03-02
67.6,Dylan,R,2012-03-02
67.6,Dylan,Delphi,2012-03-02
67.6,Dylan,OCaml,2012-03-02
67.6,Dylan,FORTRAN,2012-03-02
67.6,Dylan,Ada,2012-03-02
67.6,Dylan,Boo,2012-03-02
67.4,Assembly,Perl,2012-03-02
67.3,Pure Data,Shell,2012-03-02
67.3,F#,JavaScript,2012-03-02
67.3,Arc,C,2012-03-02
67.3,Boo,Ruby,2012-03-02
67.1,Mirah,Python,2012-03-02
67.1,Modelica,PHP,2012-03-02
67.0,Emacs Lisp,JavaScript,2012-03-02
66.9,Clojure,Shell,2012-03-02
66.8,XQuery,PHP,2012-03-02
66.7,Io,C,2012-03-02
66.7,Fantom,C++,2012-03-02
66.7,Nimrod,Turing,2012-03-02
66.7,Fantom,Groovy,2012-03-02
66.7,Fantom,Shell,2012-03-02
66.7,Fantom,Scala,2012-03-02
66.7,Fantom,Python,2012-03-02
66.7,Fantom,PHP,2012-03-02
66.7,Matlab,Shell,2012-03-02
66.7,Nimrod,Arduino,2012-03-02
66.6,Boo,Python,2012-03-02
66.5,Nu,C++,2012-03-02
66.5,Nu,Perl,2012-03-02
66.4,Ioke,C,2012-03-02
66.2,Clojure,JavaScript,2012-03-02
66.2,Turing,JavaScript,2012-03-02
66.0,Factor,Assembly,2012-03-02
66.0,Factor,Perl,2012-03-02
66.0,Factor,VimL,2012-03-02
65.9,XQuery,Python,2012-03-02
65.9,Smalltalk,C++,2012-03-02
65.8,Racket,Python,2012-03-02
65.7,Lua,C,2012-03-02
65.5,Opa,Standard ML,2012-03-02
65.5,Opa,C++,2012-03-02
65.5,Standard ML,JavaScript,2012-03-02
65.5,Opa,SuperCollider,2012-03-02
65.5,Opa,VimL,2012-03-02
65.5,Opa,OCaml,2012-03-02
65.5,Opa,Assembly,2012-03-02
65.5,Opa,Objective-C,2012-03-02
65.5,Opa,Ruby,2012-03-02
65.2,Turing,Ruby,2012-03-02
65.2,C++,Shell,2012-03-02
65.1,Rebol,Scala,2012-03-02
64.9,Gosu,Java,2012-03-02
64.8,Puppet,Ruby,2012-03-02
64.7,Verilog,Perl,2012-03-02
64.7,OCaml,JavaScript,2012-03-02
64.6,Mirah,C,2012-03-02
64.6,Emacs Lisp,C,2012-03-02
64.6,Self,Python,2012-03-02
64.4,Arc,JavaScript,2012-03-02
64.4,Arc,Python,2012-03-02
64.3,Matlab,Python,2012-03-02
64.3,Nemerle,Assembly,2012-03-02
64.3,Objective-J,Python,2012-03-02
64.1,Arduino,C++,2012-03-02
64.0,OCaml,C++,2012-03-02
63.9,VHDL,C++,2012-03-02
63.8,OCaml,Perl,2012-03-02
63.7,XQuery,Ruby,2012-03-02
63.5,C,Shell,2012-03-02
63.4,F#,C#,2012-03-02
63.2,D,JavaScript,2012-03-02
63.2,Delphi,Java,2012-03-02
63.2,Delphi,Perl,2012-03-02
63.1,Scala,Shell,2012-03-02
62.9,R,C++,2012-03-02
62.9,Standard ML,Perl,2012-03-02
62.8,ASP,C#,2012-03-02
62.8,Erlang,Python,2012-03-02
62.7,Common Lisp,Python,2012-03-02
62.7,Go,Python,2012-03-02
62.7,Erlang,C,2012-03-02
62.3,Rebol,Rust,2012-03-02
62.3,Pure Data,C++,2012-03-02
62.3,Scala,JavaScript,2012-03-02
62.2,Go,JavaScript,2012-03-02
62.1,Opa,Emacs Lisp,2012-03-02
62.1,Opa,PHP,2012-03-02
61.9,Go,C,2012-03-02
61.9,Visual Basic,C,2012-03-02
61.8,Perl,C,2012-03-02
61.8,Objective-J,Ruby,2012-03-02
61.8,Nemerle,Rust,2012-03-02
61.8,Ioke,PHP,2012-03-02
61.8,Ioke,C++,2012-03-02
61.7,Factor,Smalltalk,2012-03-02
61.7,Boo,C++,2012-03-02
61.7,VHDL,Python,2012-03-02
61.6,Perl,Python,2012-03-02
61.6,XQuery,Perl,2012-03-02
61.4,Smalltalk,Ruby,2012-03-02
61.1,ColdFusion,Perl,2012-03-02
60.9,Shell,JavaScript,2012-03-02
60.8,Python,Shell,2012-03-02
60.7,Perl,JavaScript,2012-03-02
60.7,VimL,JavaScript,2012-03-02
60.6,Factor,Java,2012-03-02
60.5,Gosu,Shell,2012-03-02
60.4,Arduino,C,2012-03-02
60.3,Rebol,Java,2012-03-02
60.3,Arduino,Java,2012-03-02
60.2,Matlab,C++,2012-03-02
60.1,Groovy,Shell,2012-03-02
60.0,Smalltalk,Perl,2012-03-02
59.9,Nemerle,JavaScript,2012-03-02
59.9,HaXe,C++,2012-03-02
59.8,Nu,PHP,2012-03-02
59.8,Racket,Ruby,2012-03-02
59.7,Haskell,Python,2012-03-02
59.6,Vala,JavaScript,2012-03-02
59.6,Vala,C++,2012-03-02
59.6,Factor,Emacs Lisp,2012-03-02
59.4,D,Perl,2012-03-02
59.3,Boo,C,2012-03-02
59.3,Clojure,Java,2012-03-02
59.3,ASP,Shell,2012-03-02
59.0,Objective-C,Shell,2012-03-02
59.0,Ada,Ruby,2012-03-02
59.0,Haskell,C,2012-03-02
58.9,Delphi,C#,2012-03-02
58.9,Rebol,R,2012-03-02
58.8,FORTRAN,Perl,2012-03-02
58.8,Dylan,CoffeeScript,2012-03-02
58.8,Dylan,Prolog,2012-03-02
58.8,VimL,Python,2012-03-02
58.7,Common Lisp,JavaScript,2012-03-02
58.7,Arc,Perl,2012-03-02
58.5,Visual Basic,Python,2012-03-02
58.5,F#,C,2012-03-02
58.4,Erlang,Ruby,2012-03-02
58.4,Boo,ASP,2012-03-02
58.2,Rebol,Scheme,2012-03-02
58.0,Ioke,Objective-C,2012-03-02
58.0,Ioke,Clojure,2012-03-02
57.9,ooc,Java,2012-03-02
57.9,F#,Python,2012-03-02
57.9,HaXe,Perl,2012-03-02
57.9,Tcl,Java,2012-03-02
57.9,Parrot,C++,2012-03-02
57.8,Eiffel,JavaScript,2012-03-02
57.8,F#,C++,2012-03-02
57.7,Arc,C++,2012-03-02
57.5,Eiffel,Java,2012-03-02
57.5,Rebol,CoffeeScript,2012-03-02
57.5,Modelica,Python,2012-03-02
57.5,Clojure,Ruby,2012-03-02
57.4,OCaml,Java,2012-03-02
57.3,Ioke,CoffeeScript,2012-03-02
57.3,Ioke,Perl,2012-03-02
57.3,Scheme,Ruby,2012-03-02
57.0,Lua,Python,2012-03-02
56.8,Haskell,JavaScript,2012-03-02
56.7,Standard ML,C++,2012-03-02
56.7,Pure Data,Python,2012-03-02
56.7,Verilog,Assembly,2012-03-02
56.3,Prolog,Python,2012-03-02
56.3,Rust,Perl,2012-03-02
56.2,Tcl,Ruby,2012-03-02
56.1,Matlab,Objective-C,2012-03-02
56.0,Emacs Lisp,Ruby,2012-03-02
56.0,Vala,Perl,2012-03-02
56.0,Standard ML,Java,2012-03-02
55.9,Dylan,Rebol,2012-03-02
55.9,Dylan,Factor,2012-03-02
55.9,ActionScript,Shell,2012-03-02
55.9,AutoHotkey,Python,2012-03-02
55.8,Parrot,VimL,2012-03-02
55.8,ooc,Perl,2012-03-02
55.8,Arc,Scheme,2012-03-02
55.7,Standard ML,Ruby,2012-03-02
55.6,Turing,Java,2012-03-02
55.6,Max/MSP,C,2012-03-02
55.6,Max/MSP,Ruby,2012-03-02
55.3,Factor,PHP,2012-03-02
55.2,Opa,Scheme,2012-03-02
55.2,Opa,Rust,2012-03-02
55.0,Scheme,Perl,2012-03-02
54.9,C#,JavaScript,2012-03-02
54.9,Delphi,Assembly,2012-03-02
54.8,Python,JavaScript,2012-03-02
54.8,ColdFusion,Python,2012-03-02
54.7,Racket,C++,2012-03-02
54.6,C,C++,2012-03-02
54.5,Racket,Perl,2012-03-02
54.3,Pure Data,Java,2012-03-02
54.0,Rust,JavaScript,2012-03-02
53.8,Arc,Ruby,2012-03-02
53.8,Fancy,C,2012-03-02
53.8,XQuery,C,2012-03-02
53.6,Puppet,Python,2012-03-02
53.6,Ada,D,2012-03-02
53.5,VimL,Ruby,2012-03-02
53.5,Scheme,C++,2012-03-02
53.4,Ioke,VimL,2012-03-02
53.4,Ioke,Assembly,2012-03-02
53.4,Ioke,Prolog,2012-03-02
53.1,Self,Prolog,2012-03-02
52.8,Lua,C++,2012-03-02
52.8,Delphi,Ruby,2012-03-02
52.8,R,Perl,2012-03-02
52.7,Boo,Perl,2012-03-02
52.7,HaXe,Java,2012-03-02
52.7,Verilog,JavaScript,2012-03-02
52.6,ColdFusion,Shell,2012-03-02
52.6,AutoHotkey,Ruby,2012-03-02
52.5,Assembly,JavaScript,2012-03-02
52.5,Turing,Assembly,2012-03-02
52.5,Turing,Emacs Lisp,2012-03-02
52.4,OCaml,Ruby,2012-03-02
52.4,Ada,Emacs Lisp,2012-03-02
52.3,C++,Python,2012-03-02
52.2,Visual Basic,C++,2012-03-02
52.1,Parrot,PHP,2012-03-02
52.1,HaXe,Objective-C,2012-03-02
52.0,Common Lisp,C++,2012-03-02
52.0,Emacs Lisp,Perl,2012-03-02
51.9,Ioke,R,2012-03-02
51.7,Opa,Arduino,2012-03-02
51.7,Delphi,Objective-C,2012-03-02
51.7,Opa,AutoHotkey,2012-03-02
51.7,Opa,Turing,2012-03-02
51.7,Opa,XQuery,2012-03-02
51.7,Opa,Groovy,2012-03-02
51.7,Opa,Delphi,2012-03-02
51.7,Opa,Matlab,2012-03-02
51.7,Opa,Scala,2012-03-02
51.7,Opa,Rebol,2012-03-02
51.7,Opa,Gosu,2012-03-02
51.7,Opa,Nemerle,2012-03-02
51.7,Opa,Ioke,2012-03-02
51.7,Opa,CoffeeScript,2012-03-02
51.7,Opa,Racket,2012-03-02
51.7,Opa,Nu,2012-03-02
51.7,Opa,Nimrod,2012-03-02
51.7,Opa,Prolog,2012-03-02
51.7,Opa,R,2012-03-02
51.7,Opa,Parrot,2012-03-02
51.6,Clojure,Python,2012-03-02
51.6,Verilog,Java,2012-03-02
51.6,ooc,Objective-C,2012-03-02
51.6,ooc,PHP,2012-03-02
51.4,XQuery,C++,2012-03-02
51.4,Rebol,Groovy,2012-03-02
51.1,R,JavaScript,2012-03-02
51.1,Factor,Haskell,2012-03-02
51.1,Parrot,Emacs Lisp,2012-03-02
51.0,Prolog,JavaScript,2012-03-02
51.0,Lua,JavaScript,2012-03-02
51.0,Objective-J,C++,2012-03-02
51.0,Smalltalk,Objective-C,2012-03-02
51.0,Self,Emacs Lisp,2012-03-02
50.9,Objective-J,Objective-C,2012-03-02
50.8,JavaScript,Ruby,2012-03-02
50.7,Rebol,Delphi,2012-03-02
50.6,AutoHotkey,C,2012-03-02
50.5,HaXe,Ruby,2012-03-02
50.4,Go,Ruby,2012-03-02
50.1,Common Lisp,Ruby,2012-03-02
50.0,Fantom,Clojure,2012-03-02
50.0,Self,Ruby,2012-03-02
50.0,Fantom,Haskell,2012-03-02
50.0,Fantom,CoffeeScript,2012-03-02
50.0,Fantom,C,2012-03-02
50.0,Fantom,Assembly,2012-03-02
50.0,Factor,C#,2012-03-02
50.0,Factor,Lua,2012-03-02
50.0,Dylan,Groovy,2012-03-02
49.9,Objective-J,Java,2012-03-02
49.9,Visual Basic,Ruby,2012-03-02
49.7,Eiffel,Ruby,2012-03-02
49.7,Eiffel,Objective-C,2012-03-02
49.5,Shell,Python,2012-03-02
49.4,Objective-C,JavaScript,2012-03-02
49.3,Nemerle,R,2012-03-02
49.2,Delphi,PHP,2012-03-02
49.1,HaXe,PHP,2012-03-02
49.0,Nu,Java,2012-03-02
49.0,Nu,Scheme,2012-03-02
49.0,Pure Data,JavaScript,2012-03-02
49.0,Self,Rust,2012-03-02
49.0,AutoHotkey,VimL,2012-03-02
49.0,Io,Java,2012-03-02
48.9,Ioke,XQuery,2012-03-02
48.9,Ioke,Delphi,2012-03-02
48.8,VimL,C,2012-03-02
48.8,FORTRAN,JavaScript,2012-03-02
48.8,Common Lisp,Java,2012-03-02
48.8,OCaml,PHP,2012-03-02
48.7,C,Python,2012-03-02
48.6,Rebol,Racket,2012-03-02
48.5,Erlang,Java,2012-03-02
48.5,Nimrod,Java,2012-03-02
48.1,Ioke,OCaml,2012-03-02
48.1,Ioke,Nemerle,2012-03-02
48.1,Ioke,Nu,2012-03-02
48.1,Ioke,Racket,2012-03-02
47.9,Factor,Scala,2012-03-02
47.8,Visual Basic,C#,2012-03-02
47.8,FORTRAN,Objective-C,2012-03-02
47.8,Nu,Assembly,2012-03-02
47.7,Objective-C,Python,2012-03-02
47.5,C#,Shell,2012-03-02
47.5,Racket,Java,2012-03-02
47.4,Nemerle,PHP,2012-03-02
47.3,Ioke,Scheme,2012-03-02
47.3,Assembly,Objective-C,2012-03-02
47.3,Rebol,OCaml,2012-03-02
47.2,Standard ML,Assembly,2012-03-02
47.1,Nemerle,Objective-C,2012-03-02
47.1,Io,C++,2012-03-02
47.0,Nu,Emacs Lisp,2012-03-02
46.8,Parrot,Assembly,2012-03-02
46.8,Factor,Delphi,2012-03-02
46.8,Verilog,Objective-C,2012-03-02
46.7,Io,Objective-C,2012-03-02
46.7,Emacs Lisp,C++,2012-03-02
46.7,Go,Java,2012-03-02
46.6,Rebol,Matlab,2012-03-02
46.5,Vala,Ruby,2012-03-02
46.4,Visual Basic,Perl,2012-03-02
46.3,Parrot,Prolog,2012-03-02
46.3,Nemerle,Ruby,2012-03-02
46.2,Tcl,Emacs Lisp,2012-03-02
46.2,Ada,Tcl,2012-03-02
46.2,Go,C++,2012-03-02
46.1,Arduino,Shell,2012-03-02
46.1,Shell,C,2012-03-02
46.0,Erlang,Perl,2012-03-02
46.0,Arduino,JavaScript,2012-03-02
45.9,ColdFusion,ASP,2012-03-02
45.9,Vala,Java,2012-03-02
45.9,Vala,PHP,2012-03-02
45.9,ActionScript,PHP,2012-03-02
45.8,Nu,Scala,2012-03-02
45.8,Ioke,Emacs Lisp,2012-03-02
45.8,Eiffel,Assembly,2012-03-02
45.8,Nu,Delphi,2012-03-02
45.8,Self,Java,2012-03-02
45.7,Factor,Clojure,2012-03-02
45.7,Objective-C,C++,2012-03-02
45.6,Mirah,Perl,2012-03-02
45.6,Boo,Visual Basic,2012-03-02
45.6,Standard ML,PHP,2012-03-02
45.5,Nimrod,Opa,2012-03-02
45.5,Common Lisp,Perl,2012-03-02
45.5,C,JavaScript,2012-03-02
45.5,VHDL,Perl,2012-03-02
45.4,Perl,C++,2012-03-02
45.4,Scala,Python,2012-03-02
45.4,Nu,Groovy,2012-03-02
45.2,FORTRAN,Java,2012-03-02
45.2,Io,Perl,2012-03-02
45.0,Ioke,Rebol,2012-03-02
45.0,Ioke,AutoHotkey,2012-03-02
44.9,Racket,PHP,2012-03-02
44.9,Smalltalk,PHP,2012-03-02
44.9,Java,JavaScript,2012-03-02
44.9,Ada,PHP,2012-03-02
44.8,Eiffel,PHP,2012-03-02
44.8,Self,PHP,2012-03-02
44.8,Haskell,Ruby,2012-03-02
44.7,Puppet,C,2012-03-02
44.7,PHP,Shell,2012-03-02
44.6,Objective-J,Perl,2012-03-02
44.6,VHDL,Java,2012-03-02
44.4,Max/MSP,PHP,2012-03-02
44.4,Turing,Objective-C,2012-03-02
44.4,Turing,VimL,2012-03-02
44.3,C++,JavaScript,2012-03-02
44.3,Erlang,C++,2012-03-02
44.2,Nu,OCaml,2012-03-02
44.2,Nu,R,2012-03-02
44.1,Dylan,Tcl,2012-03-02
44.1,AutoHotkey,C++,2012-03-02
44.0,Boo,Java,2012-03-02
44.0,Standard ML,Emacs Lisp,2012-03-02
43.8,Eiffel,Emacs Lisp,2012-03-02
43.7,AutoHotkey,Perl,2012-03-02
43.6,Fancy,Perl,2012-03-02
43.6,Objective-J,VimL,2012-03-02
43.6,Fancy,PHP,2012-03-02
43.6,Factor,Erlang,2012-03-02
43.6,D,Ruby,2012-03-02
43.5,Ioke,Rust,2012-03-02
43.5,Ioke,Gosu,2012-03-02
43.4,Python,C,2012-03-02
43.4,Scala,Ruby,2012-03-02
43.3,Assembly,Java,2012-03-02
43.3,VHDL,JavaScript,2012-03-02
43.3,Arc,Java,2012-03-02
43.2,Tcl,Assembly,2012-03-02
43.2,Java,Shell,2012-03-02
43.2,ooc,VimL,2012-03-02
42.9,Prolog,Perl,2012-03-02
42.9,Arduino,Python,2012-03-02
42.8,Verilog,Tcl,2012-03-02
42.8,VHDL,Assembly,2012-03-02
42.7,Verilog,Ruby,2012-03-02
42.6,Factor,Scheme,2012-03-02
42.6,Factor,CoffeeScript,2012-03-02
42.6,Factor,Common Lisp,2012-03-02
42.6,OCaml,Objective-C,2012-03-02
42.5,AutoHotkey,PHP,2012-03-02
